title,link,published,description,source,fetched_at
"Rosanna Ramos-Velita, Board Chair of Los Andes explains how they expands Rural Financial Services",https://contxto.com/en/peru/rosanna-ramos-velita-board-chair-of-los-andes-explains-how-they-expands-rural-financial-services/,"Tue, 30 Jul 2024 14:43:00 +0000","Los Andes, in its digital transformation process, has emphasized seeking the best alternatives to reach its customers. As part of its plans, it is implementing mobile banking technologies to reach customers with limited internet access. Currently, Commercial Advisors (ADN) manage a tool that, by the end of 2024, will allow credit assessments to be conducted at the customers’ premises. Los Andes, in its continuous quest to address connectivity issues, has implemented a pilot using Starlink satellite internet in remote areas, achieving speeds of 20 to 50 Mbps compared to traditional 3 Mbps connections. This initiative is one of the options aimed at expanding internet coverage in underserved regions. In line with its digital transformation plans, the company is improving its organizational structure to face new challenges. Thus, it is in the process of implementing a self-managed transaction supervision area, introducing fraud prevention functions. The financial institution is developing predictive statistical models for credit risk assessment. These models will enable faster service without neglecting personalized evaluations by business advisors. Both urban and rural customers with existing financial records, as well as unbanked individuals, will be served based on Los Andes’ data. The institution is exploring methodologies to assess the solvency of rural customers with informal businesses. Los Andes plans to launch its mobile app and digital account in 2024. This digital product will be interoperable with the existing financial ecosystem in Peru, allowing money transfers between Los Andes’ accounts and other associated entities. It will integrate digital services to verify customer data. The institution is migrating its alternative data center to the cloud, enabling a centralized data platform for analytics and business intelligence under a unified data governance model. Therefore, a crucial pillar of the organization is focused on good data governance to become a data-driven organization that improves customer service for rural areas. Los Andes has implemented services on an integration platform (API BUS) with partners like Niubiz and Kasnet. Future projects aim to provide authentication, digital signatures, and other services through APIs. Through its innovation lab, Candelab, the company has launched “Lara de Los Andes,” a community of women entrepreneurs discussing topics such as self-awareness, mental health and well-being, entrepreneurship, and financial education. Currently, this community comprises approximately 9,000 women, and the project’s plans include developing a digital training and marketing platform based on these women’s experiences. The investment of $10 million from Acción in Los Andes will support these technological improvements and growth initiatives.",,2025-05-08T10:18:43.687525
Morgan Babbs shares vision for Popular Power after funding round,https://contxto.com/en/deals/morgan-babbs-shares-vision-for-popular-power-after-funding-round/,"Tue, 30 Jul 2024 08:45:08 +0000","Popular Power launched a B2B platform for solar companies to optimize monitoring, alerts, analysis, and performance tracking. The solution unifies critical functions in a single interface, enhancing efficiency for solar providers. The company secured pre-seed funding from Amplifica Capital, Cerulean.vc, 0bs.mx, Dunn Family Impact Capital, and Mercy Corps Ventures. Founded in August 2023 by Morgan Babbs, Popular Power monitors 36 MW of solar sites and plans to expand its team, attract new clients, and accelerate product development. Hybrytec, a photovoltaic project developer, reports improved decision-making and customer satisfaction using Popular Power’s platform. The solution helps solar firms manage alerts, plan maintenance, and automate reporting for comprehensive operational visibility. Popular Power’s B2B SaaS model charges a monthly fee based on credits. Pro plans start at $99 USD/month for 100 credits, usable for solar site monitoring, automated reporting, savings calculations, and weather data. Costs increase with usage volume but become more efficient per site. Enterprise plans offer customization options. The company operates in Mexico, the United States, and Colombia, with plans to strengthen its presence in the Americas. Popular Power’s platform is globally ready, serving clients worldwide, including a project in South Sudan where grid electrification is only 4%. To protect intellectual property, Popular Power implements patent registration, proper trade secret management, and clear agreements with suppliers and clients regarding license use and scope. The founding team’s 25 years of combined experience in solar energy across four countries provides a competitive edge in understanding client challenges. Popular Power aims to integrate AI functions by late August, including trend identification in solar site portfolios, alert searching, predictive analysis for performance and maintenance, and platform usage assistance. The company focuses on practical features to help clients predict failures, enhance competitiveness, and improve end-user service. With a 100% client retention rate and zero churn, Popular Power has experienced upselling, increasing MRR by over 25% since inception. Key performance indicators include a 5% revenue increase for clients, 15% savings in operational costs, and 75% time saved on manual processes. The platform offers instant onboarding for Pro version users, while Enterprise clients requiring more customization may have a 2-6 week implementation process. Popular Power utilizes U.S.-based cloud security platforms, firewalls, and endpoint protection, along with regular updates and vulnerability testing. To attract and retain talent, Popular Power offers a 4-day work week, competitive salaries, gender balance initiatives, and liberal maternity and paternity policies with a minimum of 3 months paid leave and extension options. The company is targeting solar energy firms in residential and commercial/industrial segments, with a focus on those managing at least 50 residential sites or 3 C&I sites planning to double capacity in the next year. Popular Power’s solution is particularly relevant for companies looking to monetize their O&M activities. As the solar industry experiences rapid growth, with projections indicating 20% of global electricity demand coming from solar by 2024, Popular Power is positioning itself to support this expansion. The company’s focus on the Americas aligns with regions experiencing fast solar energy growth. Popular Power is committed to empowering the energy transition, particularly in countries where solar energy is set to grow rapidly. The company’s platform aims to help solar businesses install more clean, affordable kilowatts for end-users, contributing to the decarbonization of electrical infrastructure.",,2025-05-08T10:18:43.687525
Dily Rebrands for Mexican Market Entry,https://contxto.com/en/mexico/dily-rebrands-for-mexican-market-entry/,"Mon, 29 Jul 2024 10:43:38 +0000","Dily, previously known as TransaTuAuto, plans to introduce its automotive technology platform in Mexico through a pilot program by the end of 2024. The company rebranded to avoid negative connotations associated with the word “transa” in Mexico, according to CEO Nicolás Mayorga, who co-founded the startup in 2017 with Rafael Pereira. The newly launched platform consolidates pre-purchase, purchase, sale, and complementary services into a single digital space. Targeting small and medium-sized dealerships and individual buyers, Dily charges for its services and operates Ruta100, a car buying and selling marketplace. The platform offers digital solutions for dealerships, including domain transfers and financial products. For individual users, Dily provides vehicle history access, secure payment retention, digital contract signing, and QR code-based physical car delivery. Additional services include TAG and mechanical warranties. The startup has raised US$1.5 million through Start-Up Chile programs and angel investors, aiming to expand its operations beyond Chile.",,2025-05-08T10:18:43.687525
Enso Coliving details their ambitious Mexico and US expansion,https://contxto.com/en/mexico/enso-coliving-details-their-ambitious-mexico-and-us-expansion/,"Mon, 29 Jul 2024 10:26:53 +0000","Enso Coliving just scored a cool $9 million to spread their wings in Mexico and the US. They’re not messing around, aiming for 5 new spots in Mexico and 8 in the US over the next three years. We’re talking prime real estate in places like Mexico City, Guadalajara, New York, and Miami. Now, let’s talk numbers. In Mexico, they’re eyeing revenues to jump from €2 million in 2024 to a whopping €16 million by 2028. Not too shabby, right? The US is looking even juicier, with revenues expected to climb from €3 million to €22 million. And here’s the kicker – they’re hoping to break even in these new markets in just 18 to 24 months. But it’s not just about the money. Enso’s got some tricks up its sleeve to stand out. We’re talking private chefs, exclusive community events – the works. They’re doing their homework too, adapting to local tastes and rules. Smart move, if you ask me. To keep those rooms full (and they’re aiming for 100% occupancy), they’re going all in on digital marketing, teaming up with influencers, and working hard to keep residents happy. They’re also buddying up with local investors and developers to snag and revamp properties. Tech-wise, they’re not skimping. Home automation, fancy mobile apps, smart sustainability stuff – they’re throwing it all in to make coliving smoother and more efficient. Who are they after? Young professionals, digital nomads, expats – basically, anyone looking for a flexible, community-vibe living situation. They’re trying to set themselves apart from your run-of-the-mill rentals with all-inclusive services and those flexible contracts. Now, let’s get into the nitty-gritty. Enso’s currently valued at $22 million. They’ve got this impressive stat where each customer’s lifetime value is 6.8 times what it costs to get them on board. Average revenue per user? A tidy €865. And get this – they’re already in the black with positive EBITDA. They’re not naive about the challenges, though. Currency risks, recruitment, maintaining company culture – they’ve got plans for it all. They’re setting up local teams, standardizing processes, and keeping their corporate vibe alive with training and team-building stuff. What about the competition? Enso’s banking on prime locations and local partnerships to hold their own against established players. They’re also applying lessons from their Spanish playbook, focusing on adapting to each market. Looking ahead, they’re ready for some bumps. Operational costs might spike initially, but they’re counting on economies of scale to smooth things out long-term. They’re also spreading their bets across markets to hedge against economic and political curveballs. Financially, they’re keeping their options open. They might go for more funding rounds down the line, and they’re eyeing various exit strategies for investors – we’re talking potential buyouts, IPOs, even some fancy stuff like Phantom Shares for employees. All in all, Enso’s making a big bet on the future of urban living. They’re seeing a growing appetite for flexible, community-focused spaces in cities, and they’re going all in to meet that demand. It’ll be interesting to see how this plays out in the coming years.",,2025-05-08T10:18:43.687525
Impacta VC launches IRSP2024 for Latin American startups,https://contxto.com/en/aceleration/impacta-vc-launches-irsp2024-for-latin-american-startups/,"Fri, 26 Jul 2024 09:37:28 +0000","Impacta VC, a venture capital firm investing in social and environmental impact companies, announces the Impacta Revenue Strategy Program (#IRSP24) for Latin American startups. The program targets B2B SaaS startups with annual sales between US$100,000 and US$500,000, teams of 11-50 people, and at least 50 clients with an ARPA of US$500-$US1,000 USD. IRSP24 spans five phases: Strategy, Marketing, Sales, Customer Success, and Team Building. Diego Morales, Impacta VC venture partner and IRSP 2024 director, will lead weekly Tuesday classes. Thursday sessions feature guest speakers and program partners delivering master classes on specialized topics. Participants gain access to growth strategies, networking opportunities, additional resources, and weekly missions to implement learned methodologies. Applications are open with limited spots available. The program does not require prior capital raising experience to participate. Impacta VC’s portfolio includes early investments in Airbag, Betterfly, Carryt, Cuentame, eGreen, Kilimo, Lab4U, Retorna, and Wheel the World. The firm aims to support purpose-driven entrepreneurs in funding and scaling their companies to increase positive global impact. Apply now",,2025-05-08T10:18:43.687525
"Edson Arteaga, Drivana’s CEO shares how they prepare for their fundraising with Arkangeles",https://contxto.com/en/news/drivana-launches-crowd-equity-campaign/,"Fri, 26 Jul 2024 08:53:58 +0000","In an exclusive interview, Edson Arteaga shared his experience on preparing the company for raising funds through Arkangeles, and insights that fellow founders might leverage when looking to raise money. You can find the details of the campaign following the interview, where Edson describes how he wants to enable individual investors to participate in what the company describes as “the next Mexican unicorn” in the making. The Conversation How does Arkangeles’ due diligence process compare to traditional VC scrutiny, and did it reveal any unexpected insights about your business? The process is rigorous, analyzing operational, financial, and strategic aspects in-depth, similar to traditional VC scrutiny but more agile. Arkangeles emphasizes transparency and information accessibility for a broader investor audience. We discovered the importance of simplifying and clearly communicating our value proposition to a diverse audience, not necessarily investment experts. How has the equity crowdfunding campaign influenced your product roadmap or business strategy? Are there specific features or initiatives that gained traction due to investor feedback? Many crowdfunding investors are Drivana users, providing direct feedback from a diverse community. Initiatives like WhatsApp reservation integration and personalized insurance offerings gained traction from this feedback. Investors particularly valued features enhancing platform accessibility and security. How do you balance the increased transparency required for equity crowdfunding with the need to protect competitive advantages? Can you share an example of a strategic decision that was difficult to communicate publicly? We adhere to transparency principles while protecting our competitive advantages by sharing enough information to build trust without revealing critical details competitors could use. For example, we chose not to publicly disclose our exact risk assessment algorithm, though we explained its purpose and benefits generally. This decision was challenging, as we wanted to showcase our technological sophistication without compromising our competitive edge. Have you noticed any correlation between crowdfunding investors and user acquisition or retention? How are you leveraging this unique investor-customer relationship? Yes, many investors become active users and platform promoters. We leverage this relationship by incentivizing investors to use and recommend Drivana, increasing both acquisition and retention. We implement referral programs and exclusive benefits for investors, such as special rental discounts, encouraging their active participation on the platform. What unexpected challenges did you face in structuring your SAFE agreement for an equity crowdfunding context, and how did you address them? The structuring process is similar to traditional methods. The challenge lies in explaining the SAFE (Simple Agreement for Future Equity) concept to non-institutional investors. The platform provides extensive educational content for those unfamiliar with the ecosystem. Drivana is also creating educational materials and organizing webinars to clarify how SAFE works, its benefits, implications, etc., ensuring investors fully understand the terms and security of their investment. How has the equity crowdfunding campaign affected your conversations with institutional investors? Has it changed the dynamics of these conversations in ways you didn’t anticipate? Not necessarily, but we believe this crowdfunding campaign will help demonstrate our attractiveness and community support to institutional investors, strengthening our negotiating position. Having a solid base of support validating our business model allows us to negotiate from a stronger position. In retrospect, what would you have done differently in preparing for the equity crowdfunding campaign? Are there specific metrics or materials you wish you had developed beforehand? Regarding metrics, we have all our information well-organized and accessible. In retrospect, we would have developed more simplified educational content about the investment process and crowdfunding benefits to have ready. We’d also simplify terms that might be unfamiliar to non-institutional investors. How are you managing investor relations with a potentially diverse and geographically dispersed crowd of small investors? Have you implemented any innovative communication strategies? All our investors have access to a monthly investor update sharing progress, obstacles, metrics, reports, and all relevant occurrences during the month. This allows for clear, transparent communication and access to a broader sector for support when needed, such as talent recommendations for new positions. Has the equity crowdfunding process revealed any interesting patterns or segments within your investor base that you didn’t expect? How might these insights inform your future growth strategies? We appreciated the interest from a young segment, many venturing into this investment asset for the first time, mainly enthusiasts of innovation and technology. These insights indicate we should focus our marketing and growth strategies on these segments, developing features and campaigns that resonate with their technological interests and needs. Looking ahead, how do you envision integrating equity crowdfunding investors into potential future funding rounds or exit strategies? Are there any unique considerations or plans you’re developing? We plan to keep our crowdfunding investors informed and engaged through regular updates and opportunities to participate in future rounds. We’re considering offering preferential rights for future capital increases and maintaining a close relationship to ensure their continued loyalty and support. Regarding exit strategies, these investors are clearly an integral part of our plan, ensuring they benefit proportionally from Drivana’s success. The Fund raising campaign with Arkangeles From Personal Frustration to Market Disruption Edson Arteaga, CEO and founder of Drivana, shared the origin story of the company in a recent interview. “It was precisly what happened to us,” Arteaga recounted, describing a frustrating experience trying to rent a car for a weekend trip. “I reserved and paid weeks in advance, only to arrive at the counter and be told they had my reservation but no cars available.” This experience led Arteaga to question the entire car rental industry. “I thought, ‘What’s the point of making a reservation?’ The price I paid online wasn’t the real price. I ended up paying three times more due to hidden costs,” he explained. A New Vision for Car Rentals Drivana was born from this frustration, with a vision to make renting a car as simple as sending a WhatsApp message. The platform connects users seeking to rent a car with local hosts who generate income by renting out their vehicles. “Our model isn’t just about being cheaper,” Arteaga emphasized. “It’s about providing a better experience. Users can have a car delivered directly to their home without having to leave the house. You pay for what you receive.” Rapid Growth and Market Validation Since its launch in March 2023, Drivana has demonstrated significant traction: Expanded from a pilot in Mexico City to operations in 5 major cities Completed over 4,000 rental days Generated $315,000 USD in Gross Booking Value in the last 12 months Acquired more than 12,000 registered users Listed over 1,000 cars on the platform “We’re seeing a shift in consumer behavior,” Arteaga noted. “About 20% of our users make three or more rentals per month. Many are realizing it doesn’t make sense to own a car and deal with maintenance, services, and parking costs when they can rent one through Drivana only for the time they need it.” The Crowd Equity Opportunity Drivana is now inviting the public to be part of its growth story through a crowd equity campaign on Arkangeles. Key details of the investment opportunity include: Minimum investment: 5,000 MXN (approximately $275 USD) Post-money valuation: $8 million USD Fundraising goal on Arkangeles: 550,000 MXN (approximately $30,000 USD) Investment instrument: SAFE (Simple Agreement for Future Equity) Investors will also enjoy special perks, including discounts on rentals for 6 months. Innovative Features and Competitive Edge Drivana sets itself apart through several key features: Advanced Security: “We’ve developed a unique algorithm for risk assessment of each user,” Arteaga explained. “We validate documents, conduct facial recognition, check criminal records, and even verify employment and income.” Insurance and Recovery Services: Drivana has partnered with HDI, the third-largest insurance provider in Latin America, for customized insurance solutions. They also offer GPS tracking and vehicle recovery services in partnership with Encontrack. WhatsApp Integration: “We’re working on integrating our platform with WhatsApp,” Arteaga revealed. “Users will be able to search and book directly through WhatsApp using AI and an automated flow.” Market Potential and Future Plans Drivana is targeting a significant share of Mexico’s car rental market, estimated at 4.7 billion USD annually. The company plans to use the funds raised to expand to 7 new cities in Mexico, enhance its technology platform, and acquire top talent. “We estimate having a presence in at least four more cities within the Mexican Republic by the end of the year,” Arteaga shared. “By mid-next year, we’re looking to expand to other Latin American countries.” A Call to Investors Arteaga concluded the interview with a call to potential investors: “If you share our vision and want to join as a co-pilot on our path to becoming the next Mexican unicorn, with high potential for investment return, we invite you to be part of this exciting journey.” For those interested in participating in Drivana’s growth, more information can be found on the Arkangeles platform.",,2025-05-08T10:18:43.687525
Dusko Kelez on Hapi’s Expansion to Latin American,https://contxto.com/en/scaleups/dusko-kelez-on-hapis-expansion-to-latin-american/,"Thu, 25 Jul 2024 08:52:44 +0000","Hapi, founded by Peruvians Dusko Kelez, Piero Sifuentes, and Billy Caballero in 2020, developed a mobile app for investors to access the US stock market. The startup joined Y Combinator in 2021 and has raised $4.3 million in total funding. Users can buy fractional shares starting at $5 or cryptocurrencies from $1 without broker commissions. Hapi generates revenue through premium memberships, asset utilization, and exchange fees. The platform offers free educational resources and courses from Latin American financial content creators. Kelez, Hapi’s CEO, explained the benefits of investing in the US market: “The US stock exchange is the largest and most liquid globally, offering more investment options, access to the latest technology, and liquidity for easy buying and selling. Leading tech companies list there, and the dollar’s strength provides protection against potential local currency devaluation.” For 2024, Hapi plans to launch Hapi Prime, a premium subscription with advanced tools for experienced investors, and DRIP, a dividend reinvestment program. The company aims to maintain its competitive edge by focusing on customer needs and product innovation. Hapi operates under FINRA and SEC regulations, with a US broker-dealer license. Kelez emphasized their commitment to regulatory compliance: “We’re proud of our strict procedures and regulatory compliance, giving our clients peace of mind. Their money and shares are safe, insured by SIPC up to $500,000.” The startup measures the success of its educational initiatives through client investment performance relative to risk. Kelez stated, “If our clients do well with their investments, we’ll do well over time.” Addressing risk management for inexperienced investors, Kelez clarified: “Hapi is a broker offering self-directed products. Users decide where to invest among 12,000+ available assets. Diversification is key to mitigate risk, and Hapi allows clients to buy fractional shares from $5, enabling diversification even with small amounts.” Hapi’s educational content focuses on objective information about financial products without offering investment recommendations. The company aims to provide users with the necessary information to understand investment cycles and prepare for market fluctuations. Regarding customer support, Kelez said, “Our goal is that they never need to contact support. The best support is the one that was never necessary. We constantly work with that goal in mind.” Hapi maintains a positive cash flow and has the financial backing of Y Combinator. While currently focused on investment products, the company remains open to strategic partnerships that address customer needs. Kelez highlighted Hapi’s talent acquisition strategy: “The key for us is having team members who share our passion for finance, investments, and want to make a positive impact on society.” The company prioritizes hiring programmers and maintains a solid team without current open positions. On potential macroeconomic challenges, Kelez emphasized the importance of educating investors about market cycles and preparing them for various scenarios. He stated, “Knowing these cycles exist allows you to prepare and plan when it hasn’t happened yet, then you just follow your plan according to the strategy outlined.” As Hapi continues to grow, Kelez remains committed to their mission: “We’re very happy with the reception of our product to date. Today we have more than 500,000 customers throughout Latin America, almost double that of a year ago. However, we believe we are still far from fully fulfilling our mission. We will continue working until everyone in Latin America knows they can be the owner of their financial destiny with tools like Hapi.”",,2025-05-08T10:18:43.687525
Lina Vanegas shares a First-Hand Account for Betterfly’s Strategy for Mexican Expansion,https://contxto.com/en/mexico/lina-vanega-shares-a-first-hand-account-for-betterflys-strategy-for-mexican-expansion/,"Wed, 24 Jul 2024 08:36:03 +0000","When we decided to enter the Mexican market, I knew Betterfly’s adaptation would be key. Our platform needed to align with local regulations, particularly NOM 035, which mandates workplace psychosocial well-being initiatives. This regulatory landscape shaped our entire approach. We’ve structured our offerings to cater to different business sizes. For large corporations, our plans start at 85 MXN + VAT per employee, while for SMBs, we begin at 200 MXN + VAT per employee monthly. This tiered approach, coupled with our SaaS model, allows us to serve a broad spectrum of Mexican businesses. Partnerships have been crucial to our success in Mexico. We’ve forged alliances with global wellness providers like Udemy, Headspace, and FitOn. Simultaneously, we’ve collaborated with local foundations such as Reinserta, Grupo Murlota, and Únete. This dual approach enables us to offer a comprehensive suite of benefits that resonates with Mexican employees. Our research showed that while 48% of Mexicans consider benefits crucial for job retention, only 38% feel these benefits meet their needs. This gap informed our strategy to prioritize physical and mental well-being in our offerings. Building trust was paramount in a market where we were initially unknown. We focused on transparency, high-quality services, and demonstrating tangible improvements in workplace well-being. This approach has paid off, resulting in over 400 clients across major Mexican cities including CDMX, Querétaro, Monterrey, and Guadalajara. We encountered significant technical hurdles in integrating with local systems, managing large data volumes, and ensuring scalability. To overcome these, we invested heavily in our tech infrastructure and obtained ISO 9001, 14001, and 27001 certifications to ensure data privacy and security compliance. Maintaining our corporate culture during rapid growth has been crucial. We live by five fundamental values: action bias, giving perfect effort, acting with purpose, dreaming big, and unleashing human connection. These values have guided our expansion and helped us maintain our identity in a new market. To support our rapid growth, we implemented career development tools like Career Path and Performance Review. These allow us to evaluate and nurture talent throughout their professional journey with us. As a Public Benefit Corporation and B Corp, our social impact focus has been a cornerstone of our operations in Mexico. We’ve integrated this into our business model, collaborating with local foundations to address pressing social issues. We use a combination of engagement metrics, customer satisfaction, and impact on employee well-being to evaluate our performance. Our new experience is designed to address various HR KPIs, helping companies improve engagement, reduce benefits costs, and boost employee satisfaction. We’ve worked to understand and complement strategies for compliance with NOM 035. Our platform offers services like meditation, telemedicine, and physical training, which align with the law’s requirements for promoting employee well-being. Our experience in Mexico has been invaluable. The lessons we’ve learned about adapting to local needs, building strategic partnerships, and maintaining our core values during rapid expansion will guide our future growth in other markets. We’re committed to continually evolving our platform to meet the unique needs of each market we enter, always with the goal of improving workplace well-being and driving positive social impact. Lina Vanegas serves as Betterfly’s Head of MarketingShe has over 10 years in Communications and Marketing roles in private and public sectors, tech startups, mass media, and corporate environments across Latam.​",,2025-05-08T10:18:43.687525
Alex Sandoval from Allie on how to implement autonomous manufacturing,https://contxto.com/en/artificial-intelligence/alex-sandoval-from-allie-on-how-to-implement-autonomous-manufacturing/,"Tue, 23 Jul 2024 10:10:29 +0000","The manufacturing industry is facing a crucial turning point. Automation is no longer enough; autonomous manufacturing is now leading the real revolution. AI agents capable of making real-time decisions are driving this transformation, optimizing every aspect of the production process. A recent survey revealed that 90% of companies will use automation to improve cost efficiency. However, the cutting edge of innovation goes further. The most advanced AI agents not only automate repetitive tasks, but also make complex decisions. They adjust production parameters in real time, maximizing efficiency and final product quality. Implementing these cutting-edge technologies requires a structured approach. After helping numerous companies adopt autonomous manufacturing, we have identified four essential steps for a successful implementation. 1. Strategic selection of technologies and suppliers Before diving into the world of autonomous manufacturing, it is crucial to identify specific business needs. Are you looking to optimize product quality? Reduce waste? Improve energy efficiency? The most advanced AI players can address all of these issues simultaneously, but it is important to be clear on the priority objectives. When evaluating vendors, it is essential to consider: The ability to integrate with existing systems Data security and compliance protocols Scalability of the solution Technical support and training offered It is crucial to verify that solutions comply with industry-specific regulations. State-of-the-art IA agents not only comply with these regulations, but also help maintain a detailed record to facilitate audits and certifications. 2. Human capital preparation and training The transition to autonomous manufacturing requires a prepared and engaged workforce. Experience shows that the success of implementation is directly related to the level of employee understanding and buy-in. A three-tiered approach is recommended: Awareness: Educate on the benefits of autonomous manufacturing Technical training: Train in the use and supervision of autonomous systems Complementary skills development: Encourage analytical thinking and complex problem solving It is critical to involve employees in the implementation process, gathering their feedback and leveraging their knowledge of the production process to optimize the operation of AI agents. A key strategy that determines success is the alignment of incentives at all levels. 3. Data transformation and preparation The effectiveness of autonomous manufacturing systems depends heavily on the quality and accessibility of data. Methodologies have been developed to help companies prepare their data for the era of autonomy: Identification of relevant data sources: From sensors on the production line to ERP systems and quality records Data cleansing and standardization: Ensuring consistency and accuracy of information Implementation of real-time data collection systems: Essential for autonomous decision making Developing a scalable data architecture: Prepared for future growth Next-generation AI agents are designed to continuously learn from this data, improving their performance over time and adapting to new production conditions. 4. Continuous monitoring and optimization Implementing autonomous manufacturing is not a project with a defined end, but a process of continuous improvement. It is crucial to establish clear KPIs and real-time monitoring systems. Some recommended KPIs include: Overall equipment efficiency (OEE) Production rate Product quality (defect rate) Energy consumption Unplanned downtime Advanced AI agents not only help monitor these KPIs, but actively work to optimize them, adjusting production parameters in real time to maximize efficiency and quality. In addition, it is important to maintain an open dialogue with employees, gathering their feedback and suggestions. The combination of artificial intelligence with human expertise is what truly drives successful execution. Conclusion Autonomous manufacturing marks a quantum leap in the manufacturing industry. AI agents redefine the boundaries of what is possible by making autonomous decisions and optimizing processes in real time. To implement these technologies successfully, companies must: Plan carefully Prepare their workforce Ensure high-quality data Commit to continuous improvement By following these four essential steps, companies can realize the full potential of autonomous manufacturing, achieving unprecedented levels of efficiency, quality and sustainability. The future of manufacturing integrates artificial intelligence with human expertise in perfect harmony. This synergy drives innovation and sets new industry standards. We should no longer ask ourselves if we will adopt these technologies, but when and how to do it in the most effective way. By Alex Sandoval, Founder of Allie",,2025-05-08T10:18:43.687525
Kiwi raises $10M and launches in Peru,https://latamlist.com/kiwi-raises-10m-and-launches-in-peru/,"Tue, 06 May 2025 21:31:05 +0000","Miami-based fintech Kiwi secured $2M in equity and $8M in debt in a round led by Tyler Johson, Beau Woodward, and Jacob Panero. All three investors will join Kiwi’s board of directors. Kiwi provides healthcare financing that helps patients afford medical care through installment plans. Kiwi also supports healthcare providers with tools such as medical equipment leasing, working capital loans, and cash flow management. Kiwi will use the funds to launch in Peru and expand to Mexico in 2026. “In Latin America, there’s a $60B out-of-pocket market, a $20B medical equipment market, and providers are losing up to a third of patients due to a lack of financing. Kiwi is built to address these clear market inefficiencies and unlock access to healthcare across Latin America,” said Kiwi’s co-founder, Sebastian Chirinos. Founded by Sebastian Chirinos and Gabriel Chirinos, Kiwi has 73 clinics in its network and a pipeline of 150 additional clinics in Peru. The post Kiwi raises $10M and launches in Peru appeared first on LatamList.",LatamList,2025-05-08T10:18:43.687525
"Vexi raises $15.3M from Banco Covalto, Ep 206",https://latamlist.com/vexi-raises-15-3m-from-banco-covalto-ep-206/,"Tue, 06 May 2025 15:42:14 +0000","This week’s Espresso covers news from Credituz, diio, Supra, and more! Outline of this episode: [00:30] – Vexi raises $15.3M to strengthen financing capacity [00:39] – Credituz raises $5M from angel investors [01:03] – diio secures $2.5M seed round led by Base10 [01:05] – Supra raises undisclosed amount from Citi [01:19] – Latamlist Roundup April 16th – 30th Resources & people mentioned: VCs: Banco Covalto, Base10 Partners, Citi, Startups: Vexi, Credituz, diio, Supra, The post Vexi raises $15.3M from Banco Covalto, Ep 206 appeared first on LatamList.",LatamList,2025-05-08T10:18:43.687525
diio secures $2.5M seed round led by Base10,https://latamlist.com/diio-secures-2-5m-seed-round-led-by-base10/,"Mon, 05 May 2025 15:18:52 +0000","Chilean AI-native sales assistant diio raised a $2.5M seed round led by Base10 Partners. diio provides an artificial intelligence-powered sales assistant that helps sales teams close more deals, reduce churn, and improve efficiency. By analyzing interactions across meetings, calls, and messages, diio delivers actionable insights that drive performance. diio plans to use the funds to scale its operations, refine its product, and accelerate its go-to-market strategy across Latin America. Founded by Paolo Colonnello and Nicolás Kipreos de la Fuente, diio achieved a 20% month-over-month growth, with over 200 companies across Latin America using its platform, including startups like Buk, Xepelin, Fintoc, Vambe, and Betterfly. “With diio, we save 2 hours per week per sales person and tap into the insight of a seasoned manager in every meeting. It’s like capturing 5 years of experience that drives agile strategies and impressive sales results,” said Catalina Le Blanc, Head of Sales at Buk. The post diio secures $2.5M seed round led by Base10 appeared first on LatamList.",LatamList,2025-05-08T10:18:43.687525
